synapse_id,pre_neuron_id,post_neuron_id,pre_gc_id,post_gc_id,is_axosomatic,size_um2,distance_mm,attenuation,effective_weight,c_bar,sigma_stab,pre_morphology,post_morphology
252,27bf3281-cca6-4c5e-8304-066b216843db,d3d238ca-e750-4c2d-a21b-9b6794143385,1349,148,false,0.049247468802522905,0.4980000000000004,0.19013898010152028,0.009363863490693142,0.0,0.0,generic,generic
579,33d52ebf-78fb-4a56-8322-754b3df44f73,cacfbb16-d74a-498b-ae02-6326bee90a31,1826,154,false,0.049664256242971244,0.023999999999999997,0.9231163463866358,0.04584588676902128,0.0,0.0,generic,generic
313,82be0088-d913-4847-821b-f1abd03e1d99,d3d238ca-e750-4c2d-a21b-9b6794143385,1418,148,false,0.04929213680182037,0.5670000000000004,0.1510718088363706,0.0074466522680608355,0.0,0.0,generic,generic
604,82be0088-d913-4847-821b-f1abd03e1d99,d3d238ca-e750-4c2d-a21b-9b6794143385,1842,148,false,0.049697825172316565,1.160999999999995,0.02085836942521507,0.0010366155970739316,0.0,0.0,generic,generic
588,1d937a0a-1d3b-4853-aba6-2ab7a8b63234,d3d238ca-e750-4c2d-a21b-9b6794143385,1519,148,false,0.049680047735275304,1.1369999999999958,0.022595601851122176,0.0011225505785710248,0.0,0.0,generic,generic
354,5a98df98-49c8-409a-b9cc-29c578c7bb25,d3d238ca-e750-4c2d-a21b-9b6794143385,1357,148,false,0.049344676653130075,0.6480000000000005,0.11532512103806236,0.005690680807606276,0.0,0.0,generic,generic
299,a2130b83-6c1f-4a0f-8edf-19eda32111c7,e3657648-24c2-49ea-aba3-8c2d4e84777f,846,151,true,0.049272705980016825,0.001,0.9966722160545233,0.04910873706010633,0.0,0.0,generic,generic
345,82be0088-d913-4847-821b-f1abd03e1d99,d3d238ca-e750-4c2d-a21b-9b6794143385,1418,148,false,0.04933688590502015,0.6360000000000005,0.12003162851145656,0.005921986760863496,0.0,0.0,generic,generic
573,5a98df98-49c8-409a-b9cc-29c578c7bb25,d3d238ca-e750-4c2d-a21b-9b6794143385,1161,148,false,0.04965636426095439,1.100999999999997,0.025476469946681256,0.0012650688717556619,0.0,0.0,generic,generic
516,82be0088-d913-4847-821b-f1abd03e1d99,d3d238ca-e750-4c2d-a21b-9b6794143385,1693,148,false,0.04960709614398529,1.0259999999999998,0.03271243493901983,0.0016227689051238204,0.0,0.0,generic,generic
231,27bf3281-cca6-4c5e-8304-066b216843db,d3d238ca-e750-4c2d-a21b-9b6794143385,1358,148,false,0.04923776907841715,0.4830000000000004,0.19988761407514427,0.009842020183467718,0.0,0.0,generic,generic
432,27bf3281-cca6-4c5e-8304-066b216843db,d3d238ca-e750-4c2d-a21b-9b6794143385,1683,148,false,0.0495402481911583,0.9330000000000007,0.04460095534027442,0.002209542397119962,0.0,0.0,generic,generic
114,bc5fc0ad-78cd-4775-bb9e-b0e73d32d40c,d3d238ca-e750-4c2d-a21b-9b6794143385,890,148,false,0.04913904970862701,0.34800000000000025,0.31348618088260505,0.015404413025357968,0.0,0.0,generic,generic
624,41f3bb2f-cb0f-4af5-91c4-9125ab4d7165,d3d238ca-e750-4c2d-a21b-9b6794143385,1423,147,true,0.049723526165975473,0.001,0.9966722160545233,0.04955805701388785,0.0,0.0,generic,generic
275,0f960723-5f75-4e64-946c-37d2bc4098da,d3d238ca-e750-4c2d-a21b-9b6794143385,1284,148,false,0.04925717234910244,0.5130000000000003,0.18086579261712185,0.008908937518998591,0.0,0.0,generic,generic
337,82be0088-d913-4847-821b-f1abd03e1d99,d3d238ca-e750-4c2d-a21b-9b6794143385,1418,148,false,0.04932325801386034,0.6150000000000004,0.128734903587804,0.006349624865050692,0.0,0.0,generic,generic
745,b0ce6adc-3f6f-4ff8-9b66-0a569c36e49b,e3657648-24c2-49ea-aba3-8c2d4e84777f,1922,151,true,0.04995004795492176,0.001,0.9966722160545233,0.049783824987261575,0.0,0.0,generic,generic
363,5a98df98-49c8-409a-b9cc-29c578c7bb25,d3d238ca-e750-4c2d-a21b-9b6794143385,1357,148,false,0.049364164292388234,0.6750000000000005,0.10539922456186415,0.005202944637562183,0.0,0.0,generic,generic
378,82be0088-d913-4847-821b-f1abd03e1d99,d3d238ca-e750-4c2d-a21b-9b6794143385,1566,148,false,0.049422719676328074,0.7590000000000006,0.07965902028589786,0.0039369654292808615,0.0,0.0,generic,generic
176,27bf3281-cca6-4c5e-8304-066b216843db,d3d238ca-e750-4c2d-a21b-9b6794143385,983,148,false,0.04917771596894629,0.3960000000000003,0.2671353019658501,0.013137104005355275,0.0,0.0,generic,generic
766,0f960723-5f75-4e64-946c-37d2bc4098da,cacfbb16-d74a-498b-ae02-6326bee90a31,2149,154,false,0.04996602174651697,0.45600000000000035,0.21871188695221452,0.010928162899676113,0.0,0.0,generic,generic
469,1d937a0a-1d3b-4853-aba6-2ab7a8b63234,d3d238ca-e750-4c2d-a21b-9b6794143385,1474,148,false,0.049561855746100315,0.9630000000000007,0.04035661327203104,0.00200014864538956,0.0,0.0,generic,generic
451,ad7701ce-b683-4d65-9795-1469ee131d17,d3d238ca-e750-4c2d-a21b-9b6794143385,1438,147,true,0.04955203179400976,0.001,0.9966722160545233,0.0493871333381399,0.0,0.0,generic,generic
553,1d937a0a-1d3b-4853-aba6-2ab7a8b63234,d3d238ca-e750-4c2d-a21b-9b6794143385,1689,148,false,0.04963467423780479,1.0679999999999983,0.02843882471418467,0.001411551800394588,0.0,0.0,generic,generic
751,bc5fc0ad-78cd-4775-bb9e-b0e73d32d40c,d3d238ca-e750-4c2d-a21b-9b6794143385,2136,148,false,0.049956036929717215,1.547999999999981,0.005741699685654565,0.00028683256153590517,0.0,0.0,generic,generic
796,bc5fc0ad-78cd-4775-bb9e-b0e73d32d40c,cacfbb16-d74a-498b-ae02-6326bee90a31,2169,154,false,0.049992000959904005,0.4890000000000004,0.19592957412690912,0.009794911457826024,0.0,0.0,generic,generic
779,33d52ebf-78fb-4a56-8322-754b3df44f73,8cb7e6e8-ec01-4342-990f-0b4a67b21158,2163,149,true,0.049984004478835484,0.001,0.9966722160545233,0.049817668511200175,0.0,0.0,generic,generic
157,bc5fc0ad-78cd-4775-bb9e-b0e73d32d40c,d3d238ca-e750-4c2d-a21b-9b6794143385,907,148,false,0.049166109702879796,0.3780000000000003,0.2836540264997701,0.01394616498455127,0.0,0.0,generic,generic
582,33d52ebf-78fb-4a56-8322-754b3df44f73,8cb7e6e8-ec01-4342-990f-0b4a67b21158,1826,150,false,0.04966622963046381,0.1860000000000001,0.5379444375946743,0.0267176719660078,0.0,0.0,generic,generic
16,ad7701ce-b683-4d65-9795-1469ee131d17,d3d238ca-e750-4c2d-a21b-9b6794143385,721,148,false,0.04891597901677526,0.023999999999999997,0.9231163463866358,0.04515513982989092,0.0,0.0,generic,generic
370,ad7701ce-b683-4d65-9795-1469ee131d17,d3d238ca-e750-4c2d-a21b-9b6794143385,1446,147,true,0.049389521247433364,0.001,0.9966722160545233,0.04922516359155137,0.0,0.0,generic,generic
392,bc5fc0ad-78cd-4775-bb9e-b0e73d32d40c,d3d238ca-e750-4c2d-a21b-9b6794143385,1472,148,false,0.049442269020657376,0.7890000000000006,0.07207846223876595,0.00356372272060436,0.0,0.0,generic,generic
622,82be0088-d913-4847-821b-f1abd03e1d99,d3d238ca-e750-4c2d-a21b-9b6794143385,1842,148,false,0.049719570436845835,1.1909999999999938,0.01887343313515187,0.0009383789881482836,0.0,0.0,generic,generic
712,5a98df98-49c8-409a-b9cc-29c578c7bb25,d3d238ca-e750-4c2d-a21b-9b6794143385,1686,148,false,0.049872321755600246,1.4219999999999855,0.008738646185473709,0.00043581657427029354,0.0,0.0,generic,generic
489,0f960723-5f75-4e64-946c-37d2bc4098da,d3d238ca-e750-4c2d-a21b-9b6794143385,1731,148,false,0.04957758217440257,0.9840000000000008,0.037628256807176116,0.0018655179939372967,0.0,0.0,generic,generic
74,b0ce6adc-3f6f-4ff8-9b66-0a569c36e49b,d3d238ca-e750-4c2d-a21b-9b6794143385,1165,148,false,0.04907152986244517,0.25200000000000017,0.4317105234290794,0.021184695842381907,0.0,0.0,generic,generic
793,bc5fc0ad-78cd-4775-bb9e-b0e73d32d40c,8cb7e6e8-ec01-4342-990f-0b4a67b21158,2169,150,false,0.04999000159977603,0.6660000000000005,0.10860910882495782,0.00542936952390989,0.0,0.0,generic,generic
228,0f960723-5f75-4e64-946c-37d2bc4098da,d3d238ca-e750-4c2d-a21b-9b6794143385,1266,148,false,0.04923776907841715,0.4830000000000004,0.19988761407514427,0.009842020183467718,0.0,0.0,generic,generic
580,1d937a0a-1d3b-4853-aba6-2ab7a8b63234,d3d238ca-e750-4c2d-a21b-9b6794143385,1519,148,false,0.04966622963046381,1.1159999999999966,0.024233967845691394,0.0012036098118813853,0.0,0.0,generic,generic
105,27bf3281-cca6-4c5e-8304-066b216843db,d3d238ca-e750-4c2d-a21b-9b6794143385,1051,148,false,0.04912939264235678,0.33300000000000024,0.32955896107518884,0.016191031597470127,0.0,0.0,generic,generic
399,bc5fc0ad-78cd-4775-bb9e-b0e73d32d40c,d3d238ca-e750-4c2d-a21b-9b6794143385,1373,148,false,0.04944618074558295,0.7920000000000006,0.07136126955638593,0.0035285422327193247,0.0,0.0,generic,generic
421,5a98df98-49c8-409a-b9cc-29c578c7bb25,d3d238ca-e750-4c2d-a21b-9b6794143385,1387,148,false,0.04951473626813709,0.8940000000000007,0.05079283386489839,0.002514993773131746,0.0,0.0,generic,generic
166,bc5fc0ad-78cd-4775-bb9e-b0e73d32d40c,d3d238ca-e750-4c2d-a21b-9b6794143385,907,148,false,0.04916804370009683,0.3810000000000003,0.2808316217783795,0.013807941451968429,0.0,0.0,generic,generic
